,State_Alpha,Metro_Area_Name,County_Name,2021,2020,2019,2018
657,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,113300,134900
676,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,102600,116300
677,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,102600,93800
680,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,102600,134900
699,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,144300,116300
700,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,144300,93800
703,CT,"Bridgeport, CT HUD Metro FMR Area",Fairfield County,100600,143400,144300,134900
722,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,113300,116300
723,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,113300,93800
726,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,113300,134900
745,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,102600,116300
746,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,102600,93800
749,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,102600,134900
768,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,144300,116300
769,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,144300,93800
772,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,122000,144300,134900
791,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,113300,116300
792,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,113300,93800
795,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,113300,134900
814,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,102600,116300
815,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,102600,93800
818,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,102600,134900
837,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,144300,116300
838,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,144300,93800
841,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,98000,144300,134900
860,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,113300,116300
861,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,113300,93800
864,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,113300,134900
883,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,102600,116300
884,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,102600,93800
887,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,102600,134900
906,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,144300,116300
907,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,144300,93800
910,CT,"Stamford-Norwalk, CT HUD Metro FMR Area",Fairfield County,151800,143400,144300,134900
929,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Hartford County,104300,97400,97900,96600
958,CT,"Litchfield County, CT",Litchfield County,102900,102600,100900,96800
984,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,97400,97900,96600
985,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,97400,97900,108500
999,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,97400,110900,96600
1000,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,97400,110900,108500
1014,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,112000,97900,96600
1015,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,112000,97900,108500
1029,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,112000,110900,96600
1030,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlesex County,104300,112000,110900,108500
1044,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,97400,97900,96600
1045,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,97400,97900,108500
1059,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,97400,110900,96600
1060,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,97400,110900,108500
1074,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,112000,97900,96600
1075,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,112000,97900,108500
1089,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,112000,110900,96600
1090,CT,"Southern Middlesex County, CT HUD Metro FMR Area",Middlesex County,114600,112000,110900,108500
1104,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,104900,93200
1106,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,104900,91900
1115,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,104900,65300
1131,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,92800,93200
1133,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,92800,91900
1142,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,92800,65300
1158,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,76300,93200
1160,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,76300,91900
1169,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,108200,76300,65300
1185,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,104900,93200
1187,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,104900,91900
1196,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,104900,65300
1212,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,92800,93200
1214,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,92800,91900
1223,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,92800,65300
1239,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,76300,93200
1241,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,76300,91900
1250,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,91200,76300,65300
1266,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,104900,93200
1268,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,104900,91900
1277,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,104900,65300
1293,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,92800,93200
1295,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,92800,91900
1304,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,92800,65300
1320,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,76300,93200
1322,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,76300,91900
1331,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",New Haven County,99200,80300,76300,65300
1347,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,104900,93200
1349,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,104900,91900
1358,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,104900,65300
1374,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,92800,93200
1376,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,92800,91900
1385,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,92800,65300
1401,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,76300,93200
1403,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,76300,91900
1412,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,108200,76300,65300
1428,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,104900,93200
1430,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,104900,91900
1439,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,104900,65300
1455,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,92800,93200
1457,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,92800,91900
1466,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,92800,65300
1482,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,76300,93200
1484,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,76300,91900
1493,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,91200,76300,65300
1509,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,104900,93200
1511,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,104900,91900
1520,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,104900,65300
1536,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,92800,93200
1538,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,92800,91900
1547,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,92800,65300
1563,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,76300,93200
1565,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,76300,91900
1574,CT,"New Haven-Meriden, CT HUD Metro FMR Area",New Haven County,93000,80300,76300,65300
1590,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,104900,93200
1592,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,104900,91900
1601,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,104900,65300
1617,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,92800,93200
1619,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,92800,91900
1628,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,92800,65300
1644,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,76300,93200
1646,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,76300,91900
1655,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,108200,76300,65300
1671,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,104900,93200
1673,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,104900,91900
1682,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,104900,65300
1698,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,92800,93200
1700,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,92800,91900
1709,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,92800,65300
1725,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,76300,93200
1727,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,76300,91900
1736,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,91200,76300,65300
1752,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,104900,93200
1754,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,104900,91900
1763,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,104900,65300
1779,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,92800,93200
1781,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,92800,91900
1790,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,92800,65300
1806,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,76300,93200
1808,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,76300,91900
1817,CT,"Waterbury, CT HUD Metro FMR Area",New Haven County,80800,80300,76300,65300
1833,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,91800,94500,84800
1834,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,91800,94500,110200
1854,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,91800,112400,84800
1855,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,91800,112400,110200
1875,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,115000,94500,84800
1876,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,115000,94500,110200
1896,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,115000,112400,84800
1897,CT,"Norwich-New London, CT HUD Metro FMR Area",New London County,88600,115000,112400,110200
1917,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,91800,94500,84800
1918,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,91800,94500,110200
1938,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,91800,112400,84800
1939,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,91800,112400,110200
1959,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,115000,94500,84800
1960,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,115000,94500,110200
1980,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,115000,112400,84800
1981,CT,"Colchester-Lebanon, CT HUD Metro FMR Area",New London County,115200,115000,112400,110200
2001,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Tolland County,104300,97400,97900,96600
2014,CT,"Windham County, CT HUD Metro FMR Area",Windham County,83200,86900,82300,79400
2029,DE,"Dover, DE MSA",Kent County,69000,68400,66000,70400
2030,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",New Castle County,94500,96600,90100,87400
2031,DE,"Sussex County, DE HUD Metro FMR Area",Sussex County,75100,75900,72100,68700
2032,DC,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",District of Columbia,129000,126000,121300,117200
2033,FL,"Gainesville, FL MSA",Alachua County,80800,69800,71100,71300
2034,FL,"Baker County, FL HUD Metro FMR Area",Baker County,73700,71600,65900,62200
2035,FL,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",Bay County,67200,72000,64300,64700
2036,FL,"Bradford County, FL",Bradford County,57700,59500,59800,59400
2037,FL,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,77900,69200,65900,64800
2038,FL,"Fort Lauderdale, FL HUD Metro FMR Area",Broward County,73400,74800,68600,65700
2039,FL,"Calhoun County, FL",Calhoun County,54500,47900,48700,46000
2040,FL,"Punta Gorda, FL MSA",Charlotte County,66700,64100,57300,58300
2041,FL,"Homosassa Springs, FL MSA",Citrus County,53900,55900,52700,52400
2042,FL,"Jacksonville, FL HUD Metro FMR Area",Clay County,74800,75000,73500,69900
2043,FL,"Naples-Immokalee-Marco Island, FL MSA",Collier County,84300,82300,78300,75000
2044,FL,"Columbia County, FL",Columbia County,70100,55200,58900,64100
2045,FL,"DeSoto County, FL",DeSoto County,43200,42700,41900,42300
2046,FL,"Dixie County, FL",Dixie County,46800,44600,42300,46700
2047,FL,"Jacksonville, FL HUD Metro FMR Area",Duval County,74800,75000,73500,69900
2048,FL,"Pensacola-Ferry Pass-Brent, FL MSA",Escambia County,73900,65900,69200,65200
2049,FL,"Palm Coast, FL HUD Metro FMR Area",Flagler County,71200,65600,62200,58900
2050,FL,"Franklin County, FL",Franklin County,58700,55400,51600,51200
2051,FL,"Tallahassee, FL HUD Metro FMR Area",Gadsden County,76400,72700,68900,67400
2052,FL,"Gainesville, FL MSA",Gilchrist County,80800,69800,71100,71300
2053,FL,"Glades County, FL",Glades County,50700,45900,43000,41900
2054,FL,"Gulf County, FL HUD Metro FMR Area",Gulf County,56100,59300,54400,52600
2055,FL,"Hamilton County, FL",Hamilton County,45300,44600,47600,43300
2056,FL,"Hardee County, FL",Hardee County,50000,49000,45300,43700
2057,FL,"Hendry County, FL",Hendry County,47100,47400,46700,46200
2058,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",Hernando County,72700,69200,66900,63900
2059,FL,"Sebring, FL MSA",Highlands County,51000,49600,46300,43800
2060,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",Hillsborough County,72700,69200,66900,63900
2061,FL,"Holmes County, FL",Holmes County,49800,51600,49400,44800
2062,FL,"Sebastian-Vero Beach, FL MSA",Indian River County,77600,69600,65000,64600
2063,FL,"Jackson County, FL",Jackson County,53000,51000,49100,47700
2064,FL,"Tallahassee, FL HUD Metro FMR Area",Jefferson County,76400,72700,68900,67400
2065,FL,"Lafayette County, FL",Lafayette County,57100,60100,47300,52200
2066,FL,"Orlando-Kissimmee-Sanford, FL MSA",Lake County,70800,68100,65100,62900
2067,FL,"Cape Coral-Fort Myers, FL MSA",Lee County,71900,68700,67100,63700
2068,FL,"Tallahassee, FL HUD Metro FMR Area",Leon County,76400,72700,68900,67400
2069,FL,"Levy County, FL",Levy County,50500,47500,46100,47000
2070,FL,"Liberty County, FL",Liberty County,50300,44500,52500,55400
2071,FL,"Madison County, FL",Madison County,47700,44000,42800,43700
2072,FL,"North Port-Sarasota-Bradenton, FL MSA",Manatee County,77200,76700,70900,70300
2073,FL,"Ocala, FL MSA",Marion County,55600,55000,50200,53400
2074,FL,"Port St. Lucie, FL MSA",Martin County,71500,67500,59500,60500
2075,FL,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",Miami-Dade County,61000,59100,54900,52300
2076,FL,"Monroe County, FL",Monroe County,84400,81400,83000,84400
